uid,nombre_de_la_entidad,departamento_entidad,orden_entidad,modalidad,causal_contratacion_directa,objeto_a_contratar,detalle_objeto,cuantia_proceso,cuantia_contrato,valor_total_de_adiciones,valor_contrato_con_adiciones,anno_firma,fecha_firma,fecha_ini_ejec_contrato,plazo_de_ejec_del_contrato,rango_de_ejec_del_contrato,tiempo_adiciones_en_dias,tiempo_adiciones_en_meses,fecha_fin_ejec_contrato,id_adjudicacion,urlproceso,nit_de_la_entidad,identificacion_del_contratista,dpto_y_muni_contratista,municipio_entidad,nom_razon_social_contratista,estado_del_proceso
23-13-13721415-12720655,NARINO - ALCALDIA MUNICIPIO DE ARBOLEDA (BERRUECOS),NARINO,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 2,CONTRATACION MINIMA CUANTIA,NO DEFINIDO,"TERRENOS, EDIFICIOS, ESTRUCTURAS Y VIAS",CONTRATAR LA OBRA PUBLICA PARA REALIZAR EL MEJORAMIENTO Y MANTENIMIENTO DEL AFIRMADO EXISTENTE EN LAS VIAS TERCIARIAS DE LAS VEREDAS EL TORONJAL; LA GUADA Y EL TAUSO DEL MUNICIPIO  ARBOLEDA NARINO CODIGO BPIN: 2023520510009,32400000,32400000,0,32400000,2023,2023-07-13T00:00:00.000,2023-07-22T00:00:00.000,20,D,0,0,2023-08-11T00:00:00.000,12720655,{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=23-13-13721415'},800093386-8,1085276148,NARINO,ARBOLEDA,ING. MICHAEL STEVEN PORTILLA BANSANTE,LIQUIDADO
16-11-5826339-6008691,CORDOBA - ALCALDIA MUNICIPIO DE SAN PELAYO,CORDOBA,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 5,SELECCION ABREVIADA DE MENOR CUANTIA (LEY 1150 DE 2007),NO DEFINIDO,"TERRENOS, EDIFICIOS, ESTRUCTURAS Y VIAS",EL  MEJORAMIENTO  DE LA VIA TERCIARIA QUE CONDUCE DE LA TRONCAL VIA LORICA AL CORREGIMIENTO SABANA NUEVA; ZONA RURAL  DEL MUNICIPIO DE SAN PELAYO - DEPARTAMENTO DE CORDOBA.,46497963,46497963,0,46497963,2016,2016-12-15T00:00:00.000,2016-12-15T00:00:00.000,15,D,0,0,2016-12-30T00:00:00.000,6008691,{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=16-11-5826339'},800096805,900778530,CORDOBA,SAN PELAYO,GR CONSTRUCTORA E INGENIERIA LOZANO S.A.S.,LIQUIDADO
17-11-6510315-6012398,META - ALCALDIA MUNICIPIO DE PUERTO LLERAS,META,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 6,SELECCION ABREVIADA DE MENOR CUANTIA (LEY 1150 DE 2007),NO DEFINIDO,"TERRENOS, EDIFICIOS, ESTRUCTURAS Y VIAS",MANTENIMIENTO Y MEJORAMIENTO DE LA VIA CRUCE VIA NACIONAL VEREDA EL CAIRO; MUNICIPIO DE PUERTO LLERAS DEPARTAMENTO DEL META,73242166,73242166,0,73242166,2017,2017-05-18T00:00:00.000,2017-05-19T00:00:00.000,2,M,0,0,2017-07-19T00:00:00.000,6012398,{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=17-11-6510315'},No Definido,901063787,META,PUERTO LLERAS,INGMAQCON S.A.S.,LIQUIDADO
15-12-3974144-3906111,SANTANDER - ALCALDIA MUNICIPIO DE PIEDECUESTA,SANTANDER,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 4,CONTRATACION DIRECTA (LEY 1150 DE 2007),PRESTACION DE SERVICIOS PROFESIONALES Y DE APOYO A LA GESTION (LITERAL H),"TERRENOS, EDIFICIOS, ESTRUCTURAS Y VIAS",CONSTRUCCION DE PLACAS HUELLAS EN LA VEREDA SEVILLA DEL MUNICIPIO DE PIEDECUESTA SANTANDER,28920561,28920561,0,28920561,2015,2015-06-24T00:00:00.000,2015-07-01T00:00:00.000,2,M,0,0,2015-09-01T00:00:00.000,3906111,{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-12-3974144'},817000992-5,9005549013,SANTANDER,PIEDECUESTA,JUNTA DE ACCION COMUNAL VEREDA SEVILLA,LIQUIDADO
15-11-4228148-4012239,SANTANDER - ALCALDIA MUNICIPIO DE PIEDECUESTA,SANTANDER,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 4,SELECCION ABREVIADA DE MENOR CUANTIA (LEY 1150 DE 2007),NO DEFINIDO,"TERRENOS, EDIFICIOS, ESTRUCTURAS Y VIAS",MEJORAMIENTO VIAL A TRAVES DE LA CONSTRUCCION DE ESTRUCTURAS DE DRENAJE EN LA VEREDA MATA BAJA; DEL MUNICIPIO DE PIEDECUESTA; DEPARTAMENTO SANTANDER,49994908,49994864,23292136,73287000,2015,2015-10-30T00:00:00.000,2015-10-30T00:00:00.000,2,M,0,0,2015-12-30T00:00:00.000,4012239,{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-11-4228148'},817000992-5,8001404401,SANTANDER,PIEDECUESTA,CONSTRUCTORA RST LTDA,LIQUIDADO
17-11-7287585-8864339,CUNDINAMARCA - ALCALDIA MUNICIPIO DE TENA,CUNDINAMARCA,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 6,SELECCION ABREVIADA DE MENOR CUANTIA (LEY 1150 DE 2007),NO DEFINIDO,"TERRENOS, EDIFICIOS, ESTRUCTURAS Y VIAS",CONSTRUCCION DE PLACA HUELLA EN LA VIA QUE COMUNICA A LA VEREDA ESCALANTE SECTOR EL BUCHE DEL MUNICIPIO DE TENA CUNDINAMARCA.  CONSTRUCCION DE PLACA HUELLA EN LA VIA QUE COMUNICA A LA VEREDA PENA NEGRA SECTOR SERTOR EL MEDICO DEL MUNICIPIO DE TENA CUNDINAMARCA.  CONSTRUCCION DE PLACA HUELLA EN LA VIA QUE COMUNICA A LA VEREDA PENA NEGRA SECTOR EL RIO DEL MUNICIPIO DE TENA CUNDINAMARCA.,144627643,144627629,15000000,159627629,2017,2017-12-02T00:00:00.000,2017-12-18T00:00:00.000,1,M,0,1,2018-02-18T00:00:00.000,8864339,{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=17-11-7287585'},891180127-0,900673941,CUNDINAMARCA,TENA,CONSTRUCTORA SANCORT SAS,LIQUIDADO
18-11-8056740-8019080,NARINO - ALCALDIA MUNICIPIO DE IMUES,NARINO,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 6,SELECCION ABREVIADA DE MENOR CUANTIA (LEY 1150 DE 2007),NO DEFINIDO,"TERRENOS, EDIFICIOS, ESTRUCTURAS Y VIAS",MANTENIMIENTO Y MEJORAMIENTO VIAS TERCIARIAS (LA SEQUIA Y EL CARMEN) DEL MUNICPIO DE IMUES -NARINO.,100809380,100809380,0,100809380,2018,2018-05-30T00:00:00.000,2018-05-30T00:00:00.000,1,M,0,0,2018-06-30T00:00:00.000,8019080,{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=18-11-8056740'},800019005,13066587,NARINO,IMUES,FRANCISCO JAVIER MORA CASTRO,LIQUIDADO
19-4-9697004-8834019,CUNDINAMARCA - FONDO DE DESARROLLO DE PROYECTOS DE CUNDINAMARCA - FONDECUN,BOGOTA D.C.,TERRITORIAL DEPARTAMENTAL DESCENTRALIZADO,REGIMEN ESPECIAL,NO DEFINIDO,"TERRENOS, EDIFICIOS, ESTRUCTURAS Y VIAS",CONSTRUCCION DE PLACA HUELLA EN LA VEREDA MURCA DEL MUNICIPIO DE LA PALMA,36000000,36000000,0,36000000,2019,2019-06-04T00:00:00.000,2019-06-04T00:00:00.000,3,M,0,0,2019-09-04T00:00:00.000,8834019,{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-4-9697004'},900258772,900017270,CUNDINAMARCA,BOGOTA D.C.,JUNTA DE ACCION COMUNAL DE VEREDA DE MURCA,LIQUIDADO
22-13-13131789-12277039,MAGDALENA - ALCALDIA MUNICIPIO DE SITIONUEVO,MAGDALENA,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 4,CONTRATACION MINIMA CUANTIA,NO DEFINIDO,"TERRENOS, EDIFICIOS, ESTRUCTURAS Y VIAS",ADECUACUACION DEL CAMINO EL BURRO MEDIANTE LA CONFORMACION DE TERRAPLEN CON MATERIAL DE PRESTAMO LATERAL - ZONA RURAL DEL MUNICIPIO DE SITIONUEVO MAGDALENA AFECTADA POR LA TEMPORADA DE LLUVIAS 2021,27500000,27428869,0,27428869,2022,2022-07-07T00:00:00.000,2022-07-18T00:00:00.000,1,M,0,0,2022-08-18T00:00:00.000,12277039,{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=22-13-13131789'},891780103,1085040258,MAGDALENA,SITIONUEVO,DARWIN  JAITH FLOREZ SIERRA,LIQUIDADO
19-13-9134322-8461158,ARAUCA - ALCALDIA MUNICIPIO DE PUERTO RONDON,ARAUCA,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 6,CONTRATACION MINIMA CUANTIA,NO DEFINIDO,"TERRENOS, EDIFICIOS, ESTRUCTURAS Y VIAS",MEJORAMIENTO Y REFORZAMIENTO DEL PONTON Y/O PUENTE LA CORREA; VIA LA CORREA AGUAS CLARAS; EN LA VEREDA LA CORREA EN EL MUNICIPIO DE PUERTO RONDON; DEPARTAMENTO DE ARAUCA.,23150229,23150229,0,23150229,2019,2019-03-13T00:00:00.000,2019-03-19T00:00:00.000,1,M,0,0,2019-04-19T00:00:00.000,8461158,{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-13-9134322'},800095775-9,900984901,ARAUCA,PUERTO RONDON,INVERSIONES WYL SAS,LIQUIDADO
18-1-189271-7350340,VALLE DEL CAUCA - ALCALDIA MUNICIPIO DE EL AGUILA,VALLE DEL CAUCA,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 6,LICITACION PUBLICA,NO DEFINIDO,"TERRENOS, EDIFICIOS, ESTRUCTURAS Y VIAS",CONSTRUCCION DE PAVIMENTO DE CONCRETO RIGIDO EN LAS VEREDAS; ESPARTA; EL GUAYABO; SANTA HELENA; BARRIO SAN VICENTE; QUEBRADA GRANDE- LA COREA DEL MUNICIPIO DE EL AGUILA; VALLE DEL CAUCA,535634212,535615301,0,535615301,2018,2018-05-11T00:00:00.000,2018-05-19T00:00:00.000,120,D,0,0,2018-09-16T00:00:00.000,7350340,{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=18-1-189271'},890983664-7,901178790,VALLE DEL CAUCA,EL AGUILA,CONSORCIO PAVIMENTOS EL AGUILA,LIQUIDADO
19-11-9334398-8661004,META - ALCALDIA MUNICIPIO DE EL DORADO,META,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 6,SELECCION ABREVIADA DE MENOR CUANTIA (LEY 1150 DE 2007),NO DEFINIDO,"TERRENOS, EDIFICIOS, ESTRUCTURAS Y VIAS",MEJORAMIENTO DE PUENTE HAMACA SOBRE EL CANO LA CRISTALINA EN LA VEREDA DE ALTO CUMARAL DEL MUNICIPIO DEL DORADO,133992518,133992518,19999821,153992339,2019,2019-05-30T00:00:00.000,2019-06-04T00:00:00.000,2,M,15,0,2019-08-04T00:00:00.000,8661004,{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-11-9334398'},800095760-9,901288785,META,EL DORADO,UNION TEMPORAL PUENTE HAMACA DEL DORADO,LIQUIDADO
16-1-161867-6353427,CORDOBA - ALCALDIA MUNICIPIO DE LOS CORDOBAS,CORDOBA,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 6,LICITACION PUBLICA,NO DEFINIDO,"TERRENOS, EDIFICIOS, ESTRUCTURAS Y VIAS",MEJORAMIENTO DE VIAS TERCIARIAS Y CONSTRUCCION DE BOX CULBERT EN LA VIA LOS CORDOBAS-SAN RAFAEL EN EL MUNICIPIO DE LOS CORDOBAS DEPARTAMENTO DE CORDOBA.,627375594,627342919,0,627342919,2016,2016-10-12T00:00:00.000,2016-10-24T00:00:00.000,2,M,0,0,2016-12-24T00:00:00.000,6353427,{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=16-1-161867'},800096761,79569675,CORDOBA,LOS CORDOBAS,JORGE ESCOBAR BUELVAS,LIQUIDADO
22-18-13117890-12224531,NARINO - ALCALDIA MUNICIPIO DE ARBOLEDA (BERRUECOS),NARINO,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 2,SELECCION ABREVIADA DEL LITERAL H DEL NUMERAL 2 DEL ARTICULO 2 DE LA LEY 1150 DE 2007,NO DEFINIDO,"TERRENOS, EDIFICIOS, ESTRUCTURAS Y VIAS",MEJORAMIENTO DE INFRAESTRUCTURA VIAL MEDIANTE LA CONSTRUCCION DE PLACA HUELLA BARRIO LOURDES MUNICIPIO DE ARBOLEDA - NARINO CODIGO BPIN 2022520510009,278910376,278795585,0,278795585,2022,2022-07-09T00:00:00.000,2022-08-30T00:00:00.000,90,D,0,0,2022-11-28T00:00:00.000,12224531,{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=22-18-13117890'},800093386-8,901611323,NARINO,ARBOLEDA,UT PLACAHUELLAARBOLEDA,LIQUIDADO
15-1-139585-5072554,CUNDINAMARCA - ALCALDIA MUNICIPIO DE CHOACHI,CUNDINAMARCA,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 6,LICITACION PUBLICA,NO DEFINIDO,"TERRENOS, EDIFICIOS, ESTRUCTURAS Y VIAS",MANTENIMIENTO 17 TRAMOS DE LA RED VIAL TERCIARIA EN EL MUNICIPIO DE CHOACHI CUNDINAMARCA,747663551,747662850,0,747662850,2015,2015-07-09T00:00:00.000,2015-09-10T00:00:00.000,3,M,0,0,2015-12-10T00:00:00.000,5072554,{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-1-139585'},800131177-9,52215746,BOGOTA D.C.,CHOACHI,ADRIANA YADITH VELASQUEZ ORTIZ,LIQUIDADO
20-11-11168840-10599220,CUNDINAMARCA - ALCALDIA MUNICIPIO DE UBALA,CUNDINAMARCA,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 6,SELECCION ABREVIADA DE MENOR CUANTIA (LEY 1150 DE 2007),NO DEFINIDO,"TERRENOS, EDIFICIOS, ESTRUCTURAS Y VIAS",MEJORAMIENTO DE LA VIA QUE CONDUCE DE LA VEREDA LAS MERCEDES HACIA LA VEREDA LA MESA; SECTORES LA CURVA Y PUENTE DE MADERA Y LA VIA QUE CONDUCE DE LA VEREDA SANTA BARBARA HACIA VEREDA ROBLEDAL; SECTOR ANTIGUA ESCUELA ROBLEDAL DEL  MUNICIPIO DE UBALA CUNDINAMARCA,237573824,237485106,0,237485106,2020,2020-11-12T00:00:00.000,2020-12-12T00:00:00.000,1,M,0,0,2021-01-12T00:00:00.000,10599220,{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=20-11-11168840'},899999385,901427429,CUNDINAMARCA,UBALA,CONSORCIO LUVE,LIQUIDADO
17-1-180445-6709605,TOLIMA - ALCALDIA MUNICIPIO DE ORTEGA,TOLIMA,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 6,LICITACION PUBLICA,NO DEFINIDO,"TERRENOS, EDIFICIOS, ESTRUCTURAS Y VIAS",CONSTRUCCION DE PLACAS HUELLAS VEREDAS BOCA DE CUCUANA Y EL RECINTO  MUNICIPIO DE ORTEGA - DEPARTAMENTO DEL TOLIMA.,437788966,437742736,0,437742736,2017,2017-12-01T00:00:00.000,2017-12-08T00:00:00.000,90,D,0,0,2018-03-08T00:00:00.000,6709605,{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=17-1-180445'},892099392-4,901133230,TOLIMA,ORTEGA,CONSORCIO HUELLAS,LIQUIDADO
15-13-4311868-4009702,VALLE DEL CAUCA - ALCALDIA MUNICIPIO DE CALI,VALLE DEL CAUCA,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 6,CONTRATACION MINIMA CUANTIA,NO DEFINIDO,"TERRENOS, EDIFICIOS, ESTRUCTURAS Y VIAS",CONSTRUCCION DE HUELLAS VEHICULARES EN CONCRETO DE 3500 PSI Y CUNETAS EN LA VEREDA SAN PABLO BAJO CORREGIMIENTO LA ELVIRA DEL MUNICIPIO DE SANTIAGO DE CALI,49998530,41756803,0,41756803,2015,2015-11-03T00:00:00.000,2015-11-10T00:00:00.000,2,M,0,0,2016-01-10T00:00:00.000,4009702,{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-13-4311868'},890399011,14934577,VALLE DEL CAUCA,CALI,LUIS CARLOS QUIJANO TOBON,LIQUIDADO
18-13-8574441-7817727,ANTIOQUIA - ALCALDIA MUNICIPIO DE SAN CARLOS,ANTIOQUIA,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 6,CONTRATACION MINIMA CUANTIA,NO DEFINIDO,"TERRENOS, EDIFICIOS, ESTRUCTURAS Y VIAS",MANTENIMIENTO Y MEJORAMIENTO DE CAMINOS VEREDALES DEL MUNICIPIO DE SAN CARLOS,21000000,20998031,0,20998031,2018,2018-10-27T00:00:00.000,2018-10-27T00:00:00.000,20,D,0,0,2018-11-16T00:00:00.000,7817727,{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=18-13-8574441'},890983740-9,900021017,ANTIOQUIA,SAN CARLOS,CORPORACION DE PROYECCION SOCIAL Y DESARROLLO SOSTENIBLE CPS PROYECTOS,LIQUIDADO
18-11-7800835-8860719,CUNDINAMARCA - ALCALDIA MUNICIPIO DE PAIME,CUNDINAMARCA,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 6,SELECCION ABREVIADA DE MENOR CUANTIA (LEY 1150 DE 2007),NO DEFINIDO,"TERRENOS, EDIFICIOS, ESTRUCTURAS Y VIAS",MEJORAMIENTO DE LA VIA QUE COMUNICA LA VEREDA LA AGUITA CON LA INSPECCION DE TUDELA EN EL SECTOR SIRIA DEL MUNICIPIO DE PAIME,100000000,99999605,0,99999605,2018,2018-03-13T00:00:00.000,2018-06-15T00:00:00.000,3,M,0,0,2018-09-15T00:00:00.000,8860719,{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=18-11-7800835'},800096610-7,79421705,CALDAS,PAIME,LUIS GUILLERMO CARDENAS SANDOVAL,LIQUIDADO
15-11-4074193-3919903,META - ALCALDIA MUNICIPIO DE BARRANCA DE UPIA,META,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 6,SELECCION ABREVIADA DE MENOR CUANTIA (LEY 1150 DE 2007),NO DEFINIDO,"TERRENOS, EDIFICIOS, ESTRUCTURAS Y VIAS",CONSTRUCCION Y REHABILITACION DEL KILOMETRO 15 SECTOR LA LOMA EN LA VIA A LA VEREDA CARUTAL - EL ENCANTO EN EL MUNICIPIO DE BARRANCA DE UPIA - META,969755052,968855829,0,968855829,2015,2015-08-28T00:00:00.000,2015-08-28T00:00:00.000,4,M,0,0,2015-12-28T00:00:00.000,3919903,{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-11-4074193'},800152577-1,900881016,META,BARRANCA DE UPIA,UNION TEMPORAL VIAS BARRANCA DE UPIA,LIQUIDADO
18-11-7914964-7797760,CUNDINAMARCA - ALCALDIA MUNICIPIO DE CHAGUANI,CUNDINAMARCA,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 6,SELECCION ABREVIADA DE MENOR CUANTIA (LEY 1150 DE 2007),NO DEFINIDO,"TERRENOS, EDIFICIOS, ESTRUCTURAS Y VIAS",MEJORAMIENTO DE LA VIA CHAGUANI VEREDA BRAMADEROS SECTOR LA GLORIA DEL MUNICIPIO DE CHAGUANI CUNDINAMARCA.- CONV 1039 DE 2017,100000000,100000000,0,100000000,2018,2018-04-23T00:00:00.000,2018-07-06T00:00:00.000,2,M,0,0,2018-09-06T00:00:00.000,7797760,{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=18-11-7914964'},899999400,900361642,CUNDINAMARCA,CHAGUANI,PROASCON SAS,LIQUIDADO
18-11-8372149-8007860,CAUCA - ALCALDIA MUNICIPIO DE CALOTO,CAUCA,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 6,SELECCION ABREVIADA DE MENOR CUANTIA (LEY 1150 DE 2007),NO DEFINIDO,"TERRENOS, EDIFICIOS, ESTRUCTURAS Y VIAS",MEJORAMIENTO DE LA PTAR (INCLUYE CONFORMACION VIA DE ACCESO) DE LA VEREDA EL GUASIMO DEL MUNICIPIO DE CALOTO - CAUCA,36500000,36482404,0,36482404,2018,2018-10-02T00:00:00.000,2018-10-20T00:00:00.000,2,M,0,0,2018-12-20T00:00:00.000,8007860,{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=18-11-8372149'},891501292,76307421,CAUCA,CALOTO,JUAN CARLOS VALENCIA CARVAJAL,LIQUIDADO
20-12-10532015-9650054,SANTANDER - ALCALDIA MUNICIPIO DE RIONEGRO,SANTANDER,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 6,CONTRATACION DIRECTA (LEY 1150 DE 2007),URGENCIA MANIFIESTA (LITERAL A),"TERRENOS, EDIFICIOS, ESTRUCTURAS Y VIAS",MANTENIMIENTO Y REHABILITACION DE LAS VIAS TERCIARIA AFECTADAS POR EVENTOS CLIMATICOS PARA EL MUNICIPIO DE RIONEGRO  SANTANDER QUE APOYA LA CONTIGENCIA EN LAS OBRAS DE INFRAESTRUCTURA REQUERIDAS DENTRO DEL PLAN DE ACCION DE LA CALAMIDAD; DECRETO NO 018 DEL 14 DE FEBRERO DE 2020.,30375000,30375000,0,30375000,2020,2020-02-27T00:00:00.000,2020-03-02T00:00:00.000,15,D,0,0,2020-03-17T00:00:00.000,9650054,{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=20-12-10532015'},890204646,91500443,SANTANDER,RIONEGRO,NELSON JOHANNY LOPEZ BARRIOS,LIQUIDADO
18-13-8167811-7445490,BOYACA - ALCALDIA MUNICIPIO DE SUSACON,BOYACA,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 6,CONTRATACION MINIMA CUANTIA,NO DEFINIDO,"TERRENOS, EDIFICIOS, ESTRUCTURAS Y VIAS",COMPACTACION DE 30 KILOMETROS DE VIAS TERCIARIAS EN MANTENIMIENTO DEL MUNICIPIO DE  SUSACON -BOYACA,21600000,21600000,0,21600000,2018,2018-07-03T00:00:00.000,2018-07-03T00:00:00.000,15,D,0,0,2018-07-18T00:00:00.000,7445490,{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=18-13-8167811'},891856472,900458008,BOGOTA D.C.,SUSACON,MALAGON INGENIERIA SAS,LIQUIDADO
17-11-7469621-7100652,CUNDINAMARCA - ALCALDIA MUNICIPIO DE AGUA DE DIOS,CUNDINAMARCA,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 6,SELECCION ABREVIADA DE MENOR CUANTIA (LEY 1150 DE 2007),NO DEFINIDO,"TERRENOS, EDIFICIOS, ESTRUCTURAS Y VIAS",MEJORAMIENTO DE LA VIA TERCIARIA QUE CONDUCE DESDE LA INTERSECCION FINCA VILLA LUCIANA HASTA LA VEREDA LAS LOMAS EN EL SECTOR MANUEL SERENO DEL MUNICIPIO DE AGUA DE DIOS - CUNDINAMARCA.,68500000,68498677,0,68498677,2018,2018-02-01T00:00:00.000,2018-02-08T00:00:00.000,4,M,0,0,2018-06-08T00:00:00.000,7100652,{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=17-11-7469621'},891180139-9,93131404,CUNDINAMARCA,AGUA DE DIOS,JAROL MAYORQUIN PERDOMO,LIQUIDADO
17-1-177453-6550712,CUNDINAMARCA - ALCALDIA MUNICIPIO DE NOCAIMA,CUNDINAMARCA,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 6,LICITACION PUBLICA,NO DEFINIDO,"TERRENOS, EDIFICIOS, ESTRUCTURAS Y VIAS",CONSTRUCCION DE PLACA HUELLA EN CONCRETO EN LAS DIFERENTES VIAS RURALES EN EL MUNICIPIO DE NOCAIMA CUNDINAMARCA,929605162,387846213,0,387846213,2017,2017-09-14T00:00:00.000,2017-10-23T00:00:00.000,2,M,0,1,2018-01-23T00:00:00.000,6550712,{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=17-1-177453'},800094713-8,52110306,CUNDINAMARCA,NOCAIMA,MARTHA JASMIN CASTILLO LUGO,LIQUIDADO
21-21-26789-11869730,CAUCA - ALCALDIA MUNICIPIO DE SUAREZ,CAUCA,TERRITORIAL DEPARTAMENTAL DESCENTRALIZADO,LICITACION OBRA PUBLICA,NO DEFINIDO,"TERRENOS, EDIFICIOS, ESTRUCTURAS Y VIAS",MANTENIMIENTO Y MEJORAMIENTO DE VIAS RURALES DEL PROGRAMA COLOMBIA RURAL EN EL MUNICIPIO DE SUAREZ CAUCA,1000000000,1000000000,0,1000000000,2021,2021-12-23T00:00:00.000,2022-01-04T00:00:00.000,7,D,0,0,2022-01-11T00:00:00.000,11869730,{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=21-21-26789'},800117687-5,901550716,CAUCA,SUAREZ,CONSORCIO VIAS RURALES 2022,LIQUIDADO
19-4-9306084-8468526,CUNDINAMARCA - FONDO DE DESARROLLO DE PROYECTOS DE CUNDINAMARCA - FONDECUN,BOGOTA D.C.,TERRITORIAL DEPARTAMENTAL DESCENTRALIZADO,REGIMEN ESPECIAL,NO DEFINIDO,"TERRENOS, EDIFICIOS, ESTRUCTURAS Y VIAS",MANTENIMIENTO Y MEJORAMIENTO DE LA RED SECUNDARIA DEL CORREDOR VIAL EN JURISDICCION DE LA JUNTA DE ACCION COMUNAL VEREDA DE JAGUA DEL MUNICIPIO DE MEDINA DEL DEPARTAMENTO DE CUNDINAMARCA,47465374,47465374,0,47465374,2019,2019-03-26T00:00:00.000,2019-03-26T00:00:00.000,3,M,0,0,2019-06-26T00:00:00.000,8468526,{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-4-9306084'},900258772,901023393,CUNDINAMARCA,BOGOTA D.C.,JUNTA DE ACCION COMUNAL VEREDA DE JAGUA,LIQUIDADO
17-13-7030453-6410071,GUAVIARE - ALCALDIA MUNICIPIO DE MIRAFLORES,GUAVIARE,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 6,CONTRATACION MINIMA CUANTIA,NO DEFINIDO,"TERRENOS, EDIFICIOS, ESTRUCTURAS Y VIAS",MANTENIMIENTO DE  LA VIA QUE CONDUCE DESDE LA VEREDA LA GUARAPA  HASTA EL RESGUARDO INDIGENA DE PUERTO MONFORTH.,20189129,20189129,0,20189129,2017,2017-09-13T00:00:00.000,2017-09-13T00:00:00.000,15,D,0,0,2017-09-28T00:00:00.000,6410071,{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=17-13-7030453'},800103198,74856791,GUAVIARE,MIRAFLORES,ALDEMAR HERNANDEZ FLOREZ,LIQUIDADO
